City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Current Description
232,Upernavik,72.7868,-56.1549,-12.98,97,100,6.58,GL,2022-02-06 18:53:39,overcast clouds
233,Yankton,42.8711,-97.3973,35.11,44,0,29.93,US,2022-02-06 18:53:39,clear sky
234,Kismayo,-0.3582,42.5454,78.48,81,80,16.4,SO,2022-02-06 18:53:39,broken clouds
235,Bilibino,68.0546,166.4372,-17.84,77,2,4.25,RU,2022-02-06 18:53:24,clear sky
236,La Palma,33.8464,-118.0467,79.93,29,0,3.0,US,2022-02-06 18:53:40,clear sky
237,Hatillo,18.4863,-66.8254,82.31,84,41,3.0,PR,2022-02-06 18:53:40,scattered clouds
238,Sagada,17.084,120.8996,57.13,94,92,4.18,PH,2022-02-06 18:53:41,overcast clouds
239,Ixtapa,20.7,-105.2,86.92,35,11,7.16,MX,2022-02-06 18:53:41,few clouds
240,Alcaniz,41.05,-0.1333,48.09,51,89,7.34,ES,2022-02-06 18:53:41,overcast clouds
241,Spisske Podhradie,49.0009,20.7531,39.81,75,100,13.2,SK,2022-02-06 18:53:42,overcast clouds
242,Vanderhoof,54.0166,-124.0198,35.29,81,100,3.18,CA,2022-02-06 18:53:42,overcast clouds
243,Dongsheng,39.8161,109.9776,16.7,35,100,5.01,CN,2022-02-06 18:53:43,overcast clouds
244,Maningrida,-12.0667,134.2667,75.99,83,41,1.99,AU,2022-02-06 18:53:43,scattered clouds
245,Visby,57.6409,18.296,37.76,87,20,12.66,SE,2022-02-06 18:53:44,few clouds
246,Meadow Lake,34.8014,-106.5436,42.62,42,22,11.03,US,2022-02-06 18:53:44,few clouds
247,Oriximina,-1.7656,-55.8661,82.02,74,100,1.7,BR,2022-02-06 18:53:44,light rain
248,Chapais,49.7834,-74.8492,6.58,93,100,10.71,CA,2022-02-06 18:53:44,light snow
249,Laguna,38.421,-121.4238,64.96,62,0,1.01,US,2022-02-06 18:52:27,clear sky
250,Vostok,46.4856,135.8833,-11.09,99,97,3.98,RU,2022-02-06 18:53:45,overcast clouds
251,Goderich,43.7501,-81.7165,28.9,74,100,17.27,CA,2022-02-06 18:53:45,overcast clouds
252,Te Anau,-45.4167,167.7167,41.56,88,15,1.14,NZ,2022-02-06 18:53:45,few clouds
253,Auki,-8.7676,160.7034,78.87,88,100,7.63,SB,2022-02-06 18:53:46,overcast clouds
254,Vila Franca Do Campo,37.7167,-25.4333,64.2,86,63,12.8,PT,2022-02-06 18:53:46,broken clouds
255,Plouzane,48.3833,-4.6167,53.69,90,100,18.41,FR,2022-02-06 18:53:46,overcast clouds
256,Hinjilikatu,19.4833,84.75,62.82,70,13,2.21,IN,2022-02-06 18:53:47,few clouds
257,Arraial Do Cabo,-22.9661,-42.0278,89.56,62,0,19.57,BR,2022-02-06 18:53:47,clear sky
258,Kouango,4.9934,19.9619,81.61,20,19,2.17,CF,2022-02-06 18:53:47,few clouds
259,Dingle,10.9995,122.6711,73.38,89,63,8.48,PH,2022-02-06 18:51:34,broken clouds
260,Bambous Virieux,-20.3428,57.7575,79.21,89,40,11.5,MU,2022-02-06 18:51:12,scattered clouds
261,Mahebourg,-20.4081,57.7,79.25,89,40,11.5,MU,2022-02-06 18:50:24,scattered clouds
262,Namatanai,-3.6667,152.4333,79.36,79,19,3.33,PG,2022-02-06 18:53:50,few clouds
263,Nhulunbuy,-12.2333,136.7667,75.81,94,100,8.05,AU,2022-02-06 18:53:50,overcast clouds
264,Samarai,-10.6167,150.6667,81.55,78,100,10.76,PG,2022-02-06 18:53:50,light rain
265,Xichang,27.8964,102.2634,42.22,88,85,0.94,CN,2022-02-06 18:53:51,overcast clouds
266,Karwar,14.8,74.1333,73.04,82,99,7.94,IN,2022-02-06 18:53:52,overcast clouds
267,Santiago De Chuco,-8.15,-78.1833,55.65,78,100,1.63,PE,2022-02-06 18:53:52,light rain
268,Pandan,14.0453,124.1694,76.6,87,100,15.05,PH,2022-02-06 18:53:53,overcast clouds
269,College,64.8569,-147.8028,-2.42,78,100,0.0,US,2022-02-06 18:53:53,light snow
270,Westport,41.1415,-73.3579,31.28,61,99,1.01,US,2022-02-06 18:49:35,overcast clouds
271,Luganville,-15.5333,167.1667,77.88,86,100,7.47,VU,2022-02-06 18:53:09,heavy intensity rain
272,Paragominas,-2.9667,-47.4833,82.81,81,97,3.85,BR,2022-02-06 18:54:53,moderate rain
273,Nurota,40.5614,65.6886,35.69,77,96,9.69,UZ,2022-02-06 18:54:54,overcast clouds
274,Belgaum,15.8667,74.5,62.01,96,92,4.63,IN,2022-02-06 18:54:54,overcast clouds
275,Owerri,5.4833,7.0304,82.89,35,5,6.51,NG,2022-02-06 18:54:54,clear sky
276,Kharp,66.8014,65.8081,-12.39,100,98,2.64,RU,2022-02-06 18:54:55,overcast clouds
277,Souillac,-20.5167,57.5167,79.36,89,40,11.5,MU,2022-02-06 18:52:54,scattered clouds
278,Beruwala,6.4788,79.9828,76.6,76,100,3.27,LK,2022-02-06 18:54:55,overcast clouds
279,Tsumeb,-19.2333,17.7167,69.35,80,100,8.5,NA,2022-02-06 18:54:55,overcast clouds
280,Castro,-24.7911,-50.0119,77.86,67,29,6.71,BR,2022-02-06 18:54:56,moderate rain
281,Rawson,-43.3002,-65.1023,75.85,34,7,15.95,AR,2022-02-06 18:54:56,clear sky
282,Saint-Joseph,-21.3667,55.6167,77.38,78,98,11.07,RE,2022-02-06 18:54:56,overcast clouds
283,Bialogard,54.007,15.9875,40.93,97,100,16.4,PL,2022-02-06 18:54:57,light rain
284,Yulara,-25.2406,130.9889,69.64,43,0,6.91,AU,2022-02-06 18:54:57,clear sky
285,Abu Samrah,35.3029,37.1841,48.6,90,100,6.04,SY,2022-02-06 18:54:57,overcast clouds
286,Sao Francisco De Assis,-29.5503,-55.1311,84.9,23,1,17.65,BR,2022-02-06 18:54:58,clear sky
287,Mar Del Plata,-38.0023,-57.5575,66.22,89,100,24.0,AR,2022-02-06 18:54:58,light rain
288,Codrington,-38.2667,141.9667,57.51,77,0,9.08,AU,2022-02-06 18:52:25,clear sky
289,Burnie,-41.0667,145.9167,58.95,79,12,9.4,AU,2022-02-06 18:54:58,few clouds
290,Port Lincoln,-34.7333,135.8667,70.99,69,0,12.59,AU,2022-02-06 18:54:59,clear sky
291,Vestmannaeyjar,63.4427,-20.2734,29.39,74,75,8.05,IS,2022-02-06 18:54:59,broken clouds
292,Collie,-33.3667,116.15,51.98,74,66,8.23,AU,2022-02-06 18:54:59,broken clouds
293,Moose Factory,51.2585,-80.6094,8.6,78,100,10.36,CA,2022-02-06 18:55:00,overcast clouds
294,Porto Novo,6.4965,2.6036,84.02,78,5,6.87,BJ,2022-02-06 18:55:00,clear sky
295,Santana Do Livramento,-30.8908,-55.5328,80.2,24,2,12.5,BR,2022-02-06 18:55:00,clear sky
296,Severnyy,50.677,36.5532,32.04,86,75,8.95,RU,2022-02-06 18:55:00,broken clouds
297,Hofn,64.2539,-15.2082,27.0,67,0,16.11,IS,2022-02-06 18:55:01,clear sky
298,Nokaneng,-19.6667,22.2667,73.69,53,17,6.06,BW,2022-02-06 18:50:47,few clouds
299,Kamenka,51.3223,42.7678,24.75,98,93,5.23,RU,2022-02-06 18:55:01,overcast clouds
300,Puerto Colombia,10.9878,-74.9547,89.69,70,0,22.03,CO,2022-02-06 18:50:34,clear sky
301,Matata,-37.8833,176.75,65.14,96,100,14.47,NZ,2022-02-06 18:50:08,moderate rain
302,Fallon,39.4735,-118.7774,49.91,38,0,5.1,US,2022-02-06 18:55:02,clear sky
303,Alegrete,-29.7831,-55.7919,84.9,21,0,13.94,BR,2022-02-06 18:55:02,clear sky
304,Heihe,50.2441,127.4902,0.39,95,100,2.59,CN,2022-02-06 18:55:02,overcast clouds
305,Mukdahan,16.5833,104.5,66.99,77,87,3.69,TH,2022-02-06 18:55:03,overcast clouds
306,Katsuura,35.1333,140.3,34.11,46,84,9.53,JP,2022-02-06 18:54:32,broken clouds
307,Asfi,32.2994,-9.2372,60.31,75,11,15.82,MA,2022-02-06 18:55:03,few clouds
308,Ongandjera,-17.8833,15.0667,73.87,65,100,6.33,NA,2022-02-06 18:55:03,light rain
309,Puerto Escondido,15.85,-97.0667,85.14,53,1,8.66,MX,2022-02-06 18:55:04,clear sky
310,Emba,48.8264,58.1442,17.37,95,100,10.85,KZ,2022-02-06 18:53:25,overcast clouds
311,Ponta Do Sol,32.6667,-17.1,63.23,53,6,10.54,PT,2022-02-06 18:54:50,clear sky
312,Alamosa,37.4695,-105.87,29.71,82,100,4.0,US,2022-02-06 18:55:04,overcast clouds
313,Yumen,40.2833,97.2,12.67,88,11,14.09,CN,2022-02-06 18:55:04,few clouds
314,Marawi,7.9986,124.2928,64.65,91,25,1.86,PH,2022-02-06 18:55:05,scattered clouds
315,Skjervoy,70.0311,20.9714,32.18,67,92,18.48,NO,2022-02-06 18:55:06,overcast clouds
316,Blairmore,49.6,-114.4353,40.12,48,97,14.97,CA,2022-02-06 18:56:07,overcast clouds
317,Zhanaozen,43.3,52.8,30.36,76,75,7.11,KZ,2022-02-06 18:56:07,broken clouds
318,Ojinaga,29.5667,-104.4167,60.57,30,0,6.91,MX,2022-02-06 18:56:07,clear sky
319,Bonavista,48.6499,-53.1147,17.11,63,100,25.41,CA,2022-02-06 18:56:09,overcast clouds
320,Guerrero Negro,27.9769,-114.0611,66.49,26,0,4.5,MX,2022-02-06 18:56:09,clear sky
321,San Quintin,30.4833,-115.95,64.2,27,0,4.54,MX,2022-02-06 18:56:09,clear sky
322,Nouadhibou,20.931,-17.0347,67.98,88,5,18.41,MR,2022-02-06 18:56:09,clear sky
323,Christchurch,-43.5333,172.6333,55.33,89,100,0.0,NZ,2022-02-06 18:56:10,overcast clouds
324,Omarska,44.89,16.8992,43.99,85,84,5.7,BA,2022-02-06 18:56:11,broken clouds
325,Vestmanna,62.1564,-7.1664,34.72,60,75,29.93,FO,2022-02-06 18:56:12,broken clouds
326,Isangel,-19.55,169.2667,77.11,94,100,13.8,VU,2022-02-06 18:56:12,light rain
327,Gaoua,10.2992,-3.2508,84.67,14,3,2.84,BF,2022-02-06 18:56:12,clear sky
328,Orshanka,56.9161,47.8933,16.23,97,100,3.4,RU,2022-02-06 18:56:13,light snow
329,Faanui,-16.4833,-151.75,81.23,75,100,22.88,PF,2022-02-06 18:56:13,overcast clouds
330,Manuk Mangkaw,4.8,119.85,80.31,78,34,6.35,PH,2022-02-06 18:56:13,scattered clouds
331,Tazovskiy,67.4667,78.7,-22.97,100,98,3.36,RU,2022-02-06 18:51:40,overcast clouds
332,Ola,59.5833,151.2833,-4.86,74,42,11.16,RU,2022-02-06 18:54:20,scattered clouds
333,Rundu,-17.9333,19.7667,72.07,73,100,3.83,NA,2022-02-06 18:56:14,overcast clouds
334,Volnovakha,47.601,37.4967,29.95,86,100,8.1,UA,2022-02-06 18:56:15,overcast clouds
335,Brigantine,39.4101,-74.3646,38.34,63,24,6.24,US,2022-02-06 18:56:15,few clouds
336,Sebina,-20.8667,27.25,67.33,60,10,6.11,BW,2022-02-06 18:56:16,clear sky
337,Teknaf,20.8624,92.3058,59.27,67,95,10.85,BD,2022-02-06 18:56:16,overcast clouds
338,Lavrentiya,65.5833,-171.0,-12.37,93,5,6.89,RU,2022-02-06 18:56:16,clear sky
339,Hithadhoo,-0.6,73.0833,82.47,73,32,12.55,MV,2022-02-06 18:56:16,scattered clouds
340,Asau,46.4333,26.4,41.4,69,100,6.15,RO,2022-02-06 18:56:17,overcast clouds
341,Saldanha,-33.0117,17.9442,68.05,95,38,8.63,ZA,2022-02-06 18:56:17,scattered clouds
342,Belmonte,-15.8631,-38.8828,84.2,63,6,8.9,BR,2022-02-06 18:56:17,clear sky
343,Perth,-31.9333,115.8333,66.33,59,20,12.66,AU,2022-02-06 18:56:18,few clouds
344,Yakima,46.4665,-120.6678,43.7,72,100,3.0,US,2022-02-06 18:56:18,overcast clouds
345,Nyurba,63.2842,118.3319,-3.71,99,100,5.57,RU,2022-02-06 18:56:19,overcast clouds
346,Ormara,25.2088,64.6357,71.65,78,0,13.02,PK,2022-02-06 18:56:20,clear sky
347,Paredon,16.0333,-93.8667,87.8,40,9,10.33,MX,2022-02-06 18:56:20,clear sky
348,Ahipara,-35.1667,173.1667,72.84,98,100,6.71,NZ,2022-02-06 18:53:46,overcast clouds
349,Maceio,-9.6658,-35.7353,87.24,54,0,17.27,BR,2022-02-06 18:56:20,clear sky
350,Quatre Cocos,-20.2078,57.7625,79.09,82,98,11.59,MU,2022-02-06 18:56:21,overcast clouds
351,Henties Bay,-22.116,14.2845,70.86,80,79,9.53,NA,2022-02-06 18:56:21,broken clouds
352,Oskaloosa,41.2964,-92.6444,43.52,56,0,16.11,US,2022-02-06 18:56:21,clear sky
353,Tzucacab,20.0667,-89.05,80.83,55,95,3.91,MX,2022-02-06 18:56:22,overcast clouds
354,Sur,22.5667,59.5289,71.17,71,0,6.67,OM,2022-02-06 18:54:59,clear sky
355,Neiafu,-18.65,-173.9833,79.48,83,100,5.75,TO,2022-02-06 18:53:02,light rain
356,Langenhagen,52.45,9.75,44.56,87,75,18.41,DE,2022-02-06 18:56:23,light intensity shower rain
357,Yining,29.0361,114.5636,34.86,99,100,4.16,CN,2022-02-06 18:56:23,snow
358,Niceville,30.5169,-86.4822,62.58,53,0,5.75,US,2022-02-06 18:51:27,clear sky
359,Orbetello,42.4408,11.2196,51.8,85,42,10.42,IT,2022-02-06 18:56:24,scattered clouds
360,Ovruch,51.3246,28.8035,32.22,92,100,11.41,UA,2022-02-06 18:56:24,overcast clouds
361,Tombouctou,20.0,-3.0,70.05,9,0,7.4,ML,2022-02-06 18:56:24,clear sky
362,Lompoc,34.6391,-120.4579,75.13,42,0,1.01,US,2022-02-06 18:56:26,clear sky
363,Airai,-8.9266,125.4092,60.82,89,92,1.16,TL,2022-02-06 18:57:26,overcast clouds
364,Leningradskiy,69.3833,178.4167,-22.76,98,28,6.62,RU,2022-02-06 18:57:26,scattered clouds
365,Peddapalli,18.6167,79.3667,68.13,31,57,1.05,IN,2022-02-06 18:57:27,broken clouds
366,Anchorage,61.2181,-149.9003,27.32,90,20,3.0,US,2022-02-06 18:55:49,few clouds
367,Ancud,-41.8697,-73.8203,75.22,66,10,6.38,CL,2022-02-06 18:57:27,clear sky
368,Lithakia,37.7167,20.8333,56.59,86,38,7.52,GR,2022-02-06 18:57:27,scattered clouds
369,Ishigaki,24.3448,124.1572,65.41,69,100,16.71,JP,2022-02-06 18:57:28,overcast clouds
370,Keti Bandar,24.1447,67.4497,70.38,66,0,11.27,PK,2022-02-06 18:57:28,clear sky
371,Fairbanks,64.8378,-147.7164,-1.7,77,100,0.0,US,2022-02-06 18:56:26,light snow
372,Barguzin,53.6167,109.6167,4.24,94,65,2.44,RU,2022-02-06 18:57:28,broken clouds
373,Obo,5.3998,26.4869,74.39,20,99,6.24,CF,2022-02-06 18:57:29,overcast clouds
374,Cabedelo,-6.9811,-34.8339,86.67,62,20,10.45,BR,2022-02-06 18:54:17,few clouds
375,Tuskegee,32.424,-85.6916,56.08,67,0,5.01,US,2022-02-06 18:57:29,clear sky
376,Klaksvik,62.2266,-6.589,36.52,59,81,35.88,FO,2022-02-06 18:57:29,broken clouds
377,Tungor,53.3808,142.9564,0.9,92,100,21.54,RU,2022-02-06 18:57:30,overcast clouds
378,Bronnoysund,65.4625,12.1997,32.11,80,75,14.97,NO,2022-02-06 18:57:30,broken clouds
379,Zhigansk,66.7697,123.3711,-25.56,99,96,6.49,RU,2022-02-06 18:54:01,overcast clouds
380,Envira,-7.3,-70.2167,80.51,89,99,3.58,BR,2022-02-06 18:57:30,overcast clouds
381,Padre Bernardo,-15.35,-48.5,76.03,82,100,4.07,BR,2022-02-06 18:57:31,overcast clouds
382,Haicheng,40.8516,122.7475,11.93,92,8,2.93,CN,2022-02-06 18:57:31,clear sky
383,Morgan City,29.6994,-91.2068,55.99,45,0,1.59,US,2022-02-06 18:57:31,clear sky
384,Beloha,-25.1667,45.05,74.12,94,100,19.26,MG,2022-02-06 18:52:58,moderate rain
385,Los Llanos De Aridane,28.6585,-17.9182,64.15,70,40,18.99,ES,2022-02-06 18:53:39,scattered clouds
386,Nishihara,26.1842,127.7558,58.28,58,100,9.22,JP,2022-02-06 18:57:03,overcast clouds
387,Nemuro,43.3236,145.575,24.96,74,97,16.84,JP,2022-02-06 18:53:33,overcast clouds
388,Kangaatsiaq,68.3065,-53.4641,2.01,88,100,5.46,GL,2022-02-06 18:57:32,overcast clouds
389,Maniitsoq,65.4167,-52.9,3.96,72,100,14.61,GL,2022-02-06 18:57:32,overcast clouds
390,Verkh-Usugli,52.7,115.1667,-9.2,99,37,3.31,RU,2022-02-06 18:57:32,scattered clouds
391,Ruy Barbosa,-12.2839,-40.4939,87.55,46,100,3.06,BR,2022-02-06 18:57:33,overcast clouds
392,Lebedyn,50.5852,34.4849,30.22,94,100,8.84,UA,2022-02-06 18:57:07,overcast clouds
393,Pakxan,18.3778,103.6601,66.18,78,88,2.51,LA,2022-02-06 18:57:33,overcast clouds
394,Fayaoue,-20.65,166.5333,82.0,79,61,11.01,NC,2022-02-06 18:57:33,broken clouds
395,Kang,-23.6752,22.7876,73.24,50,14,6.93,BW,2022-02-06 18:57:34,few clouds
396,Winnemucca,40.973,-117.7357,43.11,35,4,3.11,US,2022-02-06 18:57:34,clear sky
397,Muroto,33.2833,134.15,40.28,55,22,9.75,JP,2022-02-06 18:57:34,few clouds
398,Kyra,49.5776,111.9753,2.52,93,84,4.52,RU,2022-02-06 18:57:35,broken clouds
399,Ipanema,-30.1391,-51.2244,82.65,57,40,17.27,BR,2022-02-06 18:57:35,scattered clouds
400,Vernon,50.2581,-119.2691,40.6,81,34,1.14,CA,2022-02-06 18:52:52,scattered clouds
401,Deputatskiy,69.3,139.9,-34.47,98,88,5.23,RU,2022-02-06 18:57:35,overcast clouds
402,Houston,29.7633,-95.3633,59.4,57,20,1.01,US,2022-02-06 18:55:45,few clouds
403,Qaqortoq,60.7167,-46.0333,10.47,68,100,4.81,GL,2022-02-06 18:57:36,overcast clouds
404,Shimoda,34.6667,138.95,36.1,72,50,10.58,JP,2022-02-06 18:57:36,scattered clouds
405,The Valley,18.217,-63.0578,77.14,73,75,14.97,AI,2022-02-06 18:54:05,broken clouds
406,Vanimo,-2.6741,141.3028,77.63,87,100,5.12,PG,2022-02-06 18:57:36,overcast clouds
407,Santo Tomas,14.1079,121.1414,77.25,87,99,7.56,PH,2022-02-06 18:57:37,overcast clouds
408,Naranjal,-2.6667,-79.6167,73.2,80,96,1.72,EC,2022-02-06 18:57:37,light rain
409,Stornoway,58.2093,-6.3865,38.93,75,75,5.01,GB,2022-02-06 18:57:37,broken clouds
410,Isla Mujeres,21.2311,-86.731,77.16,81,34,9.33,MX,2022-02-06 18:55:02,scattered clouds
411,Caravelas,-17.7125,-39.2481,83.34,65,7,10.25,BR,2022-02-06 18:57:00,clear sky
412,Aden,12.7794,45.0367,77.94,66,83,11.03,YE,2022-02-06 18:58:38,broken clouds
413,Broken Hill,-31.95,141.4333,71.31,40,75,12.66,AU,2022-02-06 18:53:42,broken clouds
414,Cherskiy,68.75,161.3,-31.16,100,24,1.1,RU,2022-02-06 18:56:55,few clouds
415,Nizhniy Baskunchak,48.2198,46.8311,23.68,91,100,3.62,RU,2022-02-06 18:58:38,overcast clouds
416,Olafsvik,64.8945,-23.7142,28.08,70,100,16.98,IS,2022-02-06 18:58:39,overcast clouds
417,Ganzhou,28.8184,115.4327,35.92,98,100,5.28,CN,2022-02-06 18:58:39,light rain
418,Malanje,-9.5402,16.341,66.58,70,100,5.55,AO,2022-02-06 18:58:39,overcast clouds
419,Aginskoye,51.1,114.53,11.03,86,61,12.12,RU,2022-02-06 18:58:39,broken clouds
420,Port Augusta,-32.5,137.7667,71.71,32,1,12.28,AU,2022-02-06 18:58:40,clear sky
421,Miri,4.4148,114.0089,75.34,100,40,0.0,MY,2022-02-06 18:58:40,scattered clouds
422,Jining,35.405,116.5814,34.27,30,100,1.54,CN,2022-02-06 18:58:40,overcast clouds
423,Arlit,18.7369,7.3853,68.68,9,0,5.28,NE,2022-02-06 18:55:09,clear sky
424,Belaya Gora,68.5333,146.4167,-42.79,100,69,0.92,RU,2022-02-06 18:58:20,broken clouds
425,Bahir Dar,11.5936,37.3908,67.21,55,57,3.65,ET,2022-02-06 18:53:57,light rain
426,Turukhansk,65.8167,87.9833,-12.87,100,86,3.02,RU,2022-02-06 18:56:47,overcast clouds
427,Kedrovyy,56.1667,91.8167,19.81,87,100,4.56,RU,2022-02-06 18:58:41,overcast clouds
428,Touros,-5.1989,-35.4608,88.7,63,1,13.51,BR,2022-02-06 18:58:41,clear sky
429,Bowen,-20.0167,148.2333,71.82,81,76,12.41,AU,2022-02-06 18:58:42,broken clouds
430,Palora,-1.7,-77.9333,73.38,85,98,1.39,EC,2022-02-06 18:58:42,light rain
431,Ayabe,35.3,135.25,35.65,98,100,0.67,JP,2022-02-06 18:58:42,light snow
432,Puerto Penasco,31.3167,-113.5333,61.92,47,0,4.0,MX,2022-02-06 18:58:43,clear sky
433,Maltahohe,-24.8333,16.9833,70.16,66,100,16.82,NA,2022-02-06 18:58:43,light rain
434,Moree,-29.4667,149.85,59.02,72,0,6.91,AU,2022-02-06 18:58:43,clear sky
435,Berliste,44.9867,21.4631,47.98,67,18,6.49,RO,2022-02-06 18:58:44,few clouds
436,Dabat,12.9842,37.765,53.51,48,0,3.8,ET,2022-02-06 18:58:44,clear sky
437,Mayumba,-3.432,10.6554,78.04,87,65,4.03,GA,2022-02-06 18:58:44,broken clouds
438,Celestun,20.8667,-90.4,73.67,77,93,15.48,MX,2022-02-06 18:58:45,overcast clouds
439,Hammerfest,70.6634,23.6821,31.73,74,0,13.8,NO,2022-02-06 18:56:48,clear sky
440,Simplicio Mendes,-7.8539,-41.9103,93.22,34,100,5.12,BR,2022-02-06 18:58:46,overcast clouds
441,Spirit River,55.7833,-118.8361,41.76,62,95,22.48,CA,2022-02-06 18:58:47,overcast clouds
442,Chifeng,42.2683,118.9636,9.14,80,4,5.7,CN,2022-02-06 18:58:47,clear sky
443,Yeppoon,-23.1333,150.7333,67.78,76,10,13.24,AU,2022-02-06 18:58:47,clear sky
444,Coahuayana,18.7333,-103.6833,88.77,30,5,7.61,MX,2022-02-06 18:58:18,clear sky
445,Birin,26.8865,88.0718,42.1,84,40,2.26,NP,2022-02-06 18:58:48,scattered clouds
446,Pokhara,28.2333,83.9833,47.82,83,14,2.89,NP,2022-02-06 18:58:48,few clouds
447,Ponta Delgada,37.7333,-25.6667,64.51,88,40,16.11,PT,2022-02-06 18:58:48,scattered clouds
448,Narsaq,60.9167,-46.05,9.37,72,100,1.16,GL,2022-02-06 18:58:50,overcast clouds
449,Cabatuan,10.8794,122.486,73.76,87,66,12.08,PH,2022-02-06 18:58:50,broken clouds
450,North Bend,43.4065,-124.2243,54.86,100,9,3.58,US,2022-02-06 18:58:50,clear sky
451,Boende,-0.2167,20.8667,81.36,42,100,0.34,CD,2022-02-06 18:58:51,overcast clouds
452,Pyaozerskiy,65.8333,31.1667,13.64,95,100,9.57,RU,2022-02-06 18:58:51,overcast clouds
453,Kishi,9.0833,3.85,83.82,14,0,4.41,NG,2022-02-06 18:58:51,clear sky
454,Lindenhurst,40.6868,-73.3735,32.23,64,94,1.01,US,2022-02-06 18:54:15,overcast clouds
455,Sayyan,15.1718,44.3244,54.28,45,53,4.79,YE,2022-02-06 18:55:34,broken clouds
456,Aksarka,66.5606,67.7975,-17.27,100,87,6.53,RU,2022-02-06 18:59:52,overcast clouds
457,Sechura,-5.5569,-80.8222,82.72,54,26,14.7,PE,2022-02-06 18:59:52,scattered clouds
458,Rincon,32.296,-81.2354,43.25,75,100,14.97,US,2022-02-06 18:59:52,overcast clouds
459,Chabahar,25.2919,60.643,71.1,67,0,10.07,IR,2022-02-06 18:59:53,clear sky
460,Sinnamary,5.3833,-52.95,81.88,75,100,9.33,GF,2022-02-06 18:55:29,moderate rain
461,Delta,5.5,6.0,82.06,67,0,8.77,NG,2022-02-06 18:59:53,clear sky
462,Kudahuvadhoo,2.6708,72.8944,81.88,64,30,10.56,MV,2022-02-06 18:59:53,scattered clouds
